0-WT2D;-3.20949506E17;5.4247065E16;-1.88741668E17;10000050;20000576;30003947;-0.11813284
0-WVQS;-3.73376041E17;1.85985463E16;9.9703199E16;10000057;20000658;30004509;-0.07358538
0-XIDJ;-1.59544875E17;8.8323589E16;2.88821467E17;10000015;20000189;30001295;-0.119300775
0-YMBJ;-1.7122083E17;1.08173562E17;2.35484948E17;10000010;20000125;30000857;-0.15899901
006-L3;-4.91561069E17;3.7308981E16;-4.0972133E16;10000058;20000680;30004656;-0.26571152
00GD-D;-4.34823108E17;3.7624459E16;4.2364552E16;10000058;20000671;30004596;-0.20448805
00TY-J;-3.01828586E17;8.6339194E16;1.77834993E17;10000051;20000594;30004068;-0.028599598
01B-88;1.96764735E17;2.88642611E16;1.58309127E17;10000066;20000759;30005186;-0.7425708
01TG-J;-5.1170365E16;1.82022797E16;-3.61422563E17;10000031;20000382;30002609;-0.15107465
02V-BK;-6.7118399E16;-1.82252664E16;-4.4998125E17;10000039;20000460;30003149;-0.16290209
03-OR2;7.756619E16;-6.1884208E15;-9.7821643E16;10000008;20000103;30000707;-0.16968355
04-EHC;2.01885625E17;-1.54863335E16;-1.78114665E17;10000009;20000120;30000822;-0.5604054
04-LQM;7.5295313E15;7.7028297E16;1.2168735E17;10000029;20000361;30002460;-0.6401716
04EI-U;1.75323005E17;1.30187073E16;-1.12535599E17;10000007;20000090;30000623;-0.07727347
05R-7A;-9.147405E16;7.7068146E16;1.94554992E17;10000003;20000031;30000216;-0.40177554
06-70G;1.585074E17;4.7544214E16;1.09535513E17;10000013;20000164;30001120;-0.56010103
07-SLO;1.05662956E17;-1.86996348E16;-1.67619637E17;10000006;20000086;30000596;-0.39750302
08-N7Q;3.8917639E16;-9.827524E14;-2.40140589E17;10000025;20000319;30002168;-0.7160186
08S-39;-4.063673E17;7.8151723E16;-4.25754954E17;10000063;20000724;30004954;-0.85342914
08Z-JJ;-1.27670523E17;5.2405391E16;-1.80401408E17;10000047;20000546;30003743;-0.17861973
09-8TH;7.06362E16;6.2964689E16;2.33501893E17;10000004;20000050;30000351;-0.0020143054
0A-KZ0;-4.10523797E17;7.2298739E16;-4.11000058E17;10000063;20000724;30004947;-0.6642255
0B-HLZ;-1.21812978E17;5.6211664E16;-1.48692678E17;10000047;20000552;30003782;-0.112149596
0B-VOJ;3.14029454E17;3.9812732E16;2.45336538E17;10000053;20000616;30004214;-0.55869216
0D-CHA;-4.51806611E17;-1.52870033E14;9.1416833E16;10000057;20000664;30004549;-0.7922694
0DD-MH;1.39212019E17;-2.74582467E15;-4.08978331E17;10000062;20000719;30004917;-0.40782806
0EK-NJ;-2.7944813E17;2.51109494E16;6.5200593E16;10000041;20000481;30003296;-0.05809776
0FG-KS;2.44156298E17;2.87104476E16;5.4197862E16;10000066;20000747;30005102;-0.1977887
0G-A25;-1.38720142E17;3.8570426E16;-3.69644402E17;10000022;20000279;30001889;-0.0210054
0GN-VO;-1.29352295E17;3.09069777E16;-3.01506567E17;10000022;20000274;30001856;-0.09025297
0IF-26;1.37149902E17;-2.73682703E16;-2.10393371E17;10000005;20000076;30000522;-0.3963359
0IRK-R;2.39641437E16;5.9543292E16;3.27115773E17;10000019;20000242;30001643;-0.0062884213
0J-MQW;1.99176858E17;6.8860064E16;4.3882767E16;10000018;20000228;30001551;-0.9131183
0J3L-V;-7.2917146E16;9.6480934E16;2.21741723E17;10000003;20000037;30000267;-0.79070735
0LTQ-C;-3.17250955E17;3.46539179E16;1.02387897E17;10000041;20000485;30003330;-0.21924894
0LY-W1;2.91962325E17;-2.99942198E16;-9.2982666E16;10000007;20000094;30000645;-0.5500394
0M-103;-6.4125159E16;7.1356531E16;4.36865107E17;10000045;20000531;30003647;-0.31678814
0M-24X;1.65146458E17;6.9837311E16;2.83859714E16;10000027;20000338;30002308;-0.3157811
0M-M64;-3.14832871E16;8.2280587E16;2.76226527E17;10000017;20000224;30001521;-0.2931754
0MV-4W;-6.6449393E16;1.05588361E17;2.01981935E17;10000003;20000037;30000262;-0.66274065
0N-3RO;-4.01466845E17;4.500006E16;-2.50273689E17;10000060;20000690;30004720;-0.20412879
0NV-YU;4.1520158E16;3.52021726E16;-8.1971933E16;10000011;20000136;30000929;-0.28682634
0OTX-J;-4.25568312E17;6.4614338E16;-4.04773042E17;10000063;20000724;30004950;-0.4237829
0OYZ-G;3.9665105E16;-5.1978519E16;-4.56379892E17;10000056;20000654;30004483;-0.71708745
0P-F3K;-2.26430487E17;1.1117053E17;2.69459119E17;10000035;20000425;30002899;-0.56634563
0P-U0Q;1.19826676E17;-3.47876739E16;-3.14381917E17;10000061;20000713;30004874;-0.4827744
0P9Z-I;-1.28946317E17;8.2155389E16;3.88552841E17;10000055;20000631;30004322;-0.3691167
0PI4-E;1.68993853E16;-9.0689748E15;-4.8921554E16;10000011;20000141;30000966;-0.0035143471
0PU2-R;2.04458534E17;9.1443264E16;6.5793114E16;10000040;20000475;30003251;-0.20086807
0R-F2F;-5.3606848E16;9.6171825E16;1.80890519E17;10000003;20000041;30000290;-0.31284082
0R-GZQ;4.4577049E16;2.11655924E16;-1.02010739E17;10000011;20000137;30000940;-0.4441306
0RI-OV;6.8135627E16;7.6833438E15;-1.44610381E17;10000006;20000082;30000566;-0.2940064
0RZ5-2;-5.4037002E15;1.04789505E17;2.26403961E17;10000017;20000214;30001458;-0.22753564
0S1-GI;1.35463363E17;5.8612276E16;9.213691E16;10000034;20000418;30002846;-0.30121312
0SHT-A;1.82269307E16;-6.2777937E15;-1.65619024E17;10000012;20000148;30001009;-0.1598819
0SUF-3;-1.19005263E17;-6.4240814E15;-4.64261844E17;10000059;20000686;30004695;-0.28618702
0T-AMZ;-3.48579202E17;2.85299142E14;7.8128943E16;10000041;20000488;30003349;-0.0101927
0T-LIB;-2.18645017E17;7.1732242E16;-2.91010388E17;10000022;20000288;30001961;-0.20622478
0TKF-6;-3.09253691E17;6.721964E16;-2.32508381E17;10000050;20000578;30003957;-0.41718188
0TYR-T;1.39145868E17;3.4655361E15;-1.42755023E17;10000006;20000078;30000543;-0.15550202
0UBC-R;1.21188601E17;-1.01950766E16;-1.37995865E17;10000009;20000114;30000781;-0.21435665
0V0R-R;-3.07099439E17;8.970619E16;3.280964E17;10000035;20000430;30002934;-0.57975787
0VK-43;4.3585917E16;-1.14429267E16;-2.91408686E17;10000061;20000708;30004843;-0.13489383
0XN-SK;2.31779851E17;3.7698942E16;6.6708861E16;10000066;20000754;30005157;-0.577452
0Y1-M7;-1.09014302E17;4.6548005E16;-2.6800845E17;10000022;20000271;30001837;-0.084997565
0Z-VHC;3.4669893E16;7.2616094E16;2.38591721E17;10000019;20000236;30001599;-0.023702893
0ZN7-G;-9.0302125E16;-5.0911013E16;-4.72375828E17;10000059;20000683;30004677;-0.047576647
1-10QG;3.01065456E17;-6.7245869E16;2.99631758E16;10000021;20000260;30001757;-0.017075798
1-1I53;-1.40723538E17;7.2370061E16;-1.72512498E17;10000047;20000550;30003766;-0.07236087
1-2J4P;-3.98471673E17;6.5333548E16;-3.25078378E17;10000060;20000702;30004801;-0.40841743
1-3HWZ;-3.27483628E17;4.6033189E16;1.06435079E17;10000051;20000590;30004037;-0.044878606
1-5GBW;-4.74520081E17;2.92191886E16;-1.70083905E16;10000058;20000679;30004650;-0.7280379
1-7B6D;6.1768064E16;1.14038748E16;-1.80776548E17;10000006;20000083;30000573;-0.69239444
1-7HVI;6.6867495E16;2.54887927E16;-1.3247294E17;10000008;20000107;30000734;-0.40271446
1-7KWU;-4.630579E16;6.0663578E15;-2.88488074E17;10000031;20000379;30002581;-0.40450427
1-BK1Q;2.14887075E17;7.2663554E16;1.23960401E17;10000040;20000476;30003258;-0.59526825
1-EVAX;1.86730283E17;5.5841906E16;5.7840707E16;10000013;20000163;30001109;-0.52956873
1-GBBP;-5.7624971E16;1.20705486E17;2.09793467E17;10000003;20000043;30000301;-0.77174157
1-GBVE;9.6883742E16;-2.06345648E16;-1.93600719E17;10000005;20000067;30000463;-0.43749776
1-HDQ4;2.39814172E17;4.4978336E16;1.08029603E17;10000040;20000469;30003215;-0.7279979
1-KCSA;1.4497949E17;2.99767607E16;1.19818146E17;10000034;20000414;30002823;-0.183564
1-NJLK;-3.92249983E17;9.0438233E16;-3.72512512E17;10000063;20000723;30004940;-0.30248496
1-NKVT;-2.78938661E17;2.6819934E16;5.3400741E16;10000041;20000481;30003297;-0.16003434
1-NW2G;-3.25245504E17;5.6405763E16;1.43685528E17;10000051;20000591;30004048;-0.0062753176
1-PGSG;6.225367E16;-1.38597156E16;-1.96478742E17;10000005;20000069;30000474;-0.49655277
1-SMEB;-4.16351106E17;2.42205962E16;-1.94171623E17;10000060;20000693;30004738;-0.102642864
1-Y6KI;-1.47956676E17;1.18421568E17;2.7513868E17;10000015;20000185;30001270;-0.18059148
10UZ-P;-3.25251826E17;3.15780856E16;1.09631454E17;10000041;20000486;30003336;-0.12869558
111-F1;-9.4350261E16;1.74425977E16;-4.43156066E17;10000039;20000459;30003147;-0.095853135
12YA-2;-2.37856079E17;1.09429058E17;2.32816846E17;10000023;20000290;30001975;-0.17510253
13-49W;1.73398224E17;7.7398875E16;6.7347772E16;10000013;20000156;30001066;-0.16407652
14YI-D;-4.72462964E17;3.33333593E16;-4.6900373E16;10000058;20000677;30004639;-0.09532231
15U-JY;-4.29172202E17;7.4265606E15;-9.4931082E15;10000058;20000673;30004611;-0.15346135
15W-GC;-1.31770232E17;1.06630225E17;2.10783337E17;10000010;20000126;30000861;-0.32297692
16-31U;1.21880915E17;1.02212044E17;3.63861795E17;10000004;20000061;30000425;-9.70939E-7
168-6H;3.10503888E16;2.87914743E16;-8.3691088E16;10000011;20000136;30000931;-0.13196927
16AM-3;7.0247055E16;-3.05905771E15;-3.0084363E17;10000061;20000709;30004849;-0.17264998
16P-PX;-7.0163466E16;-1.69928921E16;-4.26214825E17;10000039;20000456;30003122;-0.71684366
18-GZM;-1.39741666E17;6.4312269E16;-1.77383369E17;10000047;20000550;30003768;-0.10385616
18A-NB;9.8403404E16;2.57275671E16;1.85201515E17;10000004;20000049;30000342;-0.0016391557
18XA-C;-1.18065146E17;4.5219864E16;-1.498857E17;10000047;20000552;30003785;-0.14340077
1A8-6G;2.16471385E17;4.8608159E16;8.9287654E16;10000066;20000749;30005117;-0.27092877
1ACJ-6;1.32009934E17;4.8126689E16;4.6556806E16;10000027;20000340;30002317;-0.4798868
1B-VKF;-4.38567426E17;4.9092339E16;-2.25463174E17;10000060;20000691;30004728;-0.038731564
1BWK-S;-4.4204315E16;9.0791984E16;4.13377374E17;10000045;20000528;30003624;-0.22183093
1C-953;2.2533372E16;3.51854974E16;-9.1477512E16;10000011;20000140;30000963;-0.07180166
1C-TD6;-3.8871881E16;9.5213249E16;2.76292034E17;10000017;20000224;30001524;-0.37509003
1DDR-X;-9.339963E16;-4.1210228E16;-4.75713189E17;10000059;20000685;30004688;-0.18139456
1DH-SX;-3.94472817E17;4.658191E16;-2.21805804E17;10000060;20000688;30004710;-0.015273624
1DQ1-A;-4.47952857E17;4.156489E16;-2.42241756E17;10000060;20000696;30004759;-0.38578233
1E-W5I;-4.43166923E17;7.6648193E16;-4.13446677E17;10000063;20000726;30004964;-0.37456635
1EO-OE;2.36484971E17;5.1054512E16;1.05472105E17;10000040;20000469;30003211;-0.66906
1G-MJE;-1.49641179E17;5.1069227E16;3.92003933E17;10000055;20000638;30004367;-0.78410596
1GH-48;1.80003093E17;7.1759339E16;2.45357136E16;10000027;20000342;30002332;-0.2909111
1GT-MA;2.88278171E17;5.5999523E16;2.64616629E17;10000053;20000618;30004226;-0.8253129
1H-I12;-1.41869272E17;5.1265086E16;-3.5615927E17;10000022;20000278;30001880;-0.006302562
1H4V-O;-2.05718059E17;1.09673424E17;-2.6875763E17;10000022;20000287;30001952;-0.10003674
1H5-3W;1.23671943E17;9.6913532E16;1.48032297E16;10000027;20000341;30002329;-0.039416607
1HH3-E;9.7933672E16;7.0505818E16;3.16078772E17;10000004;20000057;30000395;-7.0858725E-5
1I5-0V;2.10933833E17;5.6487315E16;5.8748893E15;10000018;20000226;30001540;-0.5334422
1I6F-9;1.31809102E17;-3.07132016E16;-4.03218745E17;10000062;20000720;30004920;-0.6483291
1IX-C0;-2.01179962E17;4.6630451E16;4.05616746E17;10000055;20000642;30004393;-0.9730006
1KAW-T;1.46140265E17;-2.36123622E16;-1.7957887E17;10000005;20000064;30000445;-0.40247542
1L-AED;2.26848533E16;3.36679287E16;-9.4660418E16;10000011;20000140;30000962;-0.07151868
1L-BHT;-3.56670543E17;3.31306776E16;8.3100548E16;10000057;20000657;30004501;-0.0016996372
1L-OEK;6.4315185E16;6.0797098E15;-1.75572954E17;10000006;20000084;30000579;-0.66466045
1M4-FK;-3.43498531E17;4.5714902E16;-1.94896201E17;10000050;20000577;30003952;-0.032136388
1M7-RK;3.12923827E17;4.7689998E16;1.65903437E17;10000053;20000612;30004189;-1.0
1N-FJ8;-5.0006717E16;9.7488078E16;1.73106647E17;10000003;20000041;30000294;-0.2232949
1NZV-7;1.72060393E17;6.0187082E16;1.13771923E17;10000013;20000158;30001081;-0.6376648
1P-QWR;2.4973656E17;5.0780635E16;1.19160037E17;10000040;20000472;30003233;-0.6105235
1P-WGB;-4.934902E16;1.82854324E16;-1.70452563E17;10000014;20000171;30001170;-0.10884319
1PF-BC;1.64236028E17;3.6794023E16;2.26272685E16;10000027;20000347;30002365;-0.71187603
1Q-BBM;8.8684933E16;5.6207619E16;1.94830643E17;10000004;20000048;30000336;-4.8884447E-4
1QH-0K;-8.0960391E16;6.0641111E16;4.20821411E17;10000045;20000527;30003617;-0.069822624
1QZ-Y9;1.16935707E17;1.79108877E16;-1.39667243E17;10000008;20000105;30000720;-0.4383996
1S-1V7;8.9482122E16;1.97310518E16;1.74086295E17;10000004;20000054;30000378;-8.983219E-4
1S-SU1;1.03222332E17;6.7119537E16;8.0666375E16;10000034;20000420;30002866;-1.0
1SR-HT;1.32622832E15;7.2907843E16;2.24111359E17;10000017;20000213;30001452;-0.12007523
1TG7-W;1.74008092E17;1.19618737E16;-1.42526548E17;10000009;20000112;30000766;-0.05902028
1TS-WN;1.20498022E17;8.3927544E16;3.65673928E17;10000004;20000061;30000424;-9.835968E-7
1V-LI2;8.955207E16;-6.0561884E14;-1.2528734E17;10000008;20000099;30000680;-0.42857677
1VK-6B;-8.639426E14;5.1354031E16;1.36755177E17;10000003;20000040;30000286;-0.16913903
1W-0KS;-1.14761183E16;4.6232484E16;1.37967123E17;10000003;20000040;30000288;-0.10255595
1ZF-PJ;1.61622145E17;4.3028052E16;-9.2104809E16;10000009;20000122;30000836;-0.8623022
2-2EWC;2.11902829E17;1.9916425E15;-1.09683457E17;10000007;20000089;30000611;-0.107095115
2-3Q2G;-1.29718398E17;4.4642723E16;4.58816547E17;10000045;20000534;30003668;-1.0
2-4ZT5;7.337462E16;5.4105442E16;2.41913432E17;10000004;20000050;30000349;-0.0014363248
2-6TGQ;-2.26411795E17;1.06092891E17;2.29136299E17;10000023;20000295;30002007;-0.21134531
2-84WC;3.03841551E17;6.6235998E15;1.00928115E17;10000021;20000264;30001786;-0.88516414
2-9Z6V;3.07585217E17;3.40316179E16;1.65748474E17;10000053;20000612;30004184;-0.62301296
2-F3OE;-3.70287679E15;-4.9265848E16;-3.81991917E17;10000056;20000650;30004454;-0.5160802
2-KF56;-2.38645082E17;8.4357788E16;2.81590477E17;10000035;20000426;30002903;-0.8280588
2-KPW6;7.2868931E16;1.97181949E16;-1.18578756E17;10000008;20000099;30000684;-0.56330484
2-NF2Z;2.83021358E16;7.5261519E16;2.264326E17;10000019;20000236;30001598;-0.034044456
2-Q4YG;1.61629566E17;-3.27846289E15;-1.29556065E17;10000009;20000111;30000756;-0.11038113
2-RSC7;2.03728016E16;-2.99171573E16;-4.65629705E17;10000056;20000655;30004492;-0.84226906
2-TEGJ;-1.24616037E17;3.8638789E16;-1.7130264E17;10000047;20000548;30003754;-0.17261599
2-V0KY;-1.25153629E17;3.12906557E16;-3.28812079E17;10000022;20000275;30001864;-0.023128834
2-WNTD;1.9988661E17;8.8184552E16;8.8979404E16;10000040;20000465;30003188;-0.084272966
2-X0PF;6.4598039E16;-2.02959689E16;-2.02180552E17;10000005;20000069;30000473;-0.3777088
2-YO2K;2.09284788E17;3.7703216E16;9.737232E16;10000066;20000752;30005139;-0.17648883
21M1-B;2.33370089E17;4.6193915E16;1.72863122E17;10000040;20000473;30003238;-0.50827354
23G-XC;-4.30776595E17;2.88313445E16;-2.04533936E17;10000060;20000692;30004734;-0.01479762
23M-PX;4.8472082E16;1.26568262E16;-3.38578251E17;10000056;20000652;30004467;-0.60486543
24I-FE;3.01058138E17;1.53022856E16;1.0425309E17;10000021;20000264;30001784;-0.7184054
25S-6P;-1.78219513E17;3.51995849E16;-2.49541723E17;10000014;20000183;30001258;-0.94904023
27-HP0;1.63121947E17;4.9245623E16;-1.0616362E17;10000009;20000122;30000832;-0.6407403
28-QWU;8.8075176E16;2.61363427E16;-4.1846137E16;10000011;20000146;30000996;-0.052429587
28O-JY;-3.20339277E17;8.8109175E16;1.7492816E17;10000051;20000595;30004071;-0.010721187
28Y9-P;7.9662297E16;3.04327145E16;-1.0895607E17;10000008;20000104;30000714;-0.685219
29YH-V;-6.26356E16;-1.47487792E16;-4.53952583E17;10000039;20000463;30003171;-0.24722697
2AUL-X;2.39322742E17;2.20394937E16;4.9987346E16;10000066;20000758;30005182;-0.3474367
2B-3M4;-1.95226381E17;9.9926211E16;-2.78543129E17;10000022;20000287;30001949;-0.14362073
2B-UUQ;1.67500512E17;4.1542676E16;3.52650939E16;10000027;20000343;30002342;-0.4632054
2B7A-3;-1.78388615E17;4.9209639E16;4.11160312E17;10000055;20000642;30004394;-0.5439894
2CG-5V;-5.0569855E16;7.783271E16;2.32748745E17;10000010;20000131;30000898;-0.61272615
2D-0SO;-2.019551E17;9.7030071E16;2.39957091E17;10000023;20000289;30001965;-0.15462841
2DWM-2;-5.2979092E16;1.03715884E17;1.69580135E17;10000003;20000041;30000292;-0.2040389
2E-ZR5;-3.4044273E16;8.6734288E16;1.38127651E17;10000029;20000356;30002424;-0.3123051
2E0P-2;1.04335441E17;9.0606776E16;3.12104828E17;10000004;20000058;30000403;-5.3153337E-5
2EV-BA;2.63205904E17;-1.69391395E16;8.6275682E15;10000021;20000258;30001746;-0.253577
2FL-5W;1.88361907E17;1.01648098E17;1.12630844E17;10000013;20000166;30001136;-0.024806667
2G-VDP;1.32390666E17;6.3165603E16;3.32794725E16;10000027;20000335;30002283;-0.20697002
2G38-I;-3.28909936E17;1.8599285E16;3.34743609E16;10000041;20000491;30003370;-0.41322252
2H-TSE;-4.3571498E16;7.4947592E16;1.22439218E17;10000029;20000360;30002455;-0.28748456
2I-520;-1.15708377E17;-1.14353644E16;-4.6178571E17;10000059;20000686;30004693;-0.1536855
2IBE-N;-9.338166E16;9.5608266E16;3.64915299E17;10000015;20000197;30001352;-0.49503538
2ID-87;2.84561186E17;3.9815653E16;1.34739609E17;10000021;20000263;30001774;-0.33526424
2IGP-1;-1.18684532E17;1.64137114E16;-3.24717154E17;10000022;20000275;30001860;-0.02865969
2ISU-Y;-1.78351678E17;9.3451032E16;2.41722134E17;10000010;20000129;30000881;-0.12636304
2J-WJY;-5.8156563E16;1.22443183E15;-2.00181571E17;10000014;20000170;30001169;-0.051009633
2JJ-0E;-3.85365803E17;1.88643532E16;1.08069323E17;10000057;20000661;30004531;-0.6500063
2JT-3Q;1.57420567E17;1.44596114E15;-1.31293646E17;10000009;20000111;30000757;-0.10210938
2L5-FI;-9.421189E15;9.6391264E16;2.49042562E17;10000017;20000222;30001510;-0.24396187
2O-EEW;4.2764302E16;-7.4735969E15;-2.4802706E17;10000025;20000320;30002175;-0.76168334
2O9G-D;-2.49812443E17;7.3236004E16;2.92389588E17;10000035;20000427;30002909;-0.81141454
2P-4LS;-3.22703742E17;3.37727366E16;1.01409753E17;10000041;20000485;30003332;-0.1210437
2PG-KN;-7.8906355E15;5.8049382E15;-2.92333925E17;10000061;20000706;30004830;-0.76377726
2PLH-3;-1.04297809E17;1.21620263E17;3.41052289E17;10000015;20000192;30001319;-0.14181861
2Q-I6Q;-2.95119985E17;2.76749417E16;4.8464789E16;10000041;20000482;30003304;-0.1431265
2R-CRW;-2.44402915E17;8.117215E16;2.81972935E17;10000035;20000426;30002905;-0.8775482
2R-KLH;-8.8889219E16;-2.70365893E16;-4.72002784E17;10000039;20000464;30003182;-0.60546595
2RV-06;7.9322275E15;8.8077702E16;2.74927299E17;10000019;20000238;30001615;-0.0782742
2TH-3F;-1.75543371E17;1.16611128E17;3.46653717E17;10000015;20000194;30001333;-0.93403417
2UK4-N;3.7566215E16;-2.1395822E16;-3.76098673E17;10000056;20000649;30004447;-0.11159697
2ULC-J;3.22708518E17;-1.91836647E16;8.3992157E16;10000021;20000262;30001770;-0.7494408
2V-CS5;-1.38679108E17;7.7194487E16;-1.77942694E17;10000047;20000551;30003774;-0.07433792
2V-ZHM;1.99823061E17;5.0662356E16;8.2606755E16;10000066;20000746;30005096;-0.3534275
2WU-XT;2.49589706E17;-2.9222455E16;3.13387249E16;10000021;20000266;30001799;-0.11662214
2X-PQG;-2.90235645E17;-5.15558009E14;5.9048692E16;10000041;20000478;30003275;-0.062467415
2X7Z-L;6.6399374E16;2.77397141E16;-8.9346289E16;10000011;20000133;30000909;-0.5540876
2XI8-Y;1.83237908E17;4.6079497E16;1.38482854E17;10000013;20000162;30001103;-0.86931705
2Z-HPQ;1.9371E17;2.88040564E16;4.4397657E16;10000013;20000163;30001116;-0.6420952
3-0FYP;2.15894142E17;-2.94827193E16;-1.69821048E17;10000009;20000120;30000823;-0.4918123
3-3EZB;8.1845438E16;-1.80883063E16;-1.9744389E17;10000005;20000065;30000452;-0.50758165
3-BADZ;5.2844646E16;1.12168245E15;-3.44770219E17;10000056;20000652;30004466;-0.36647388
3-CE1R;-1.10912473E16;8.8452549E16;3.49293026E17;10000019;20000242;30001642;-0.02114286
3-DMQT;-4.45984044E17;3.9093583E16;-2.62714199E17;10000060;20000696;30004764;-1.0
3-FKCZ;-3.04198412E17;7.0717302E16;-2.31991782E17;10000050;20000587;30004019;-0.28353083
3-HXHQ;9.9536906E16;3.33077076E16;1.82933961E17;10000004;20000049;30000341;-0.002486261
3-IN0V;-3.32831172E17;5.1650359E15;7.1506941E16;10000041;20000489;30003356;-0.034210145
3-J5OQ;8.7122759E16;2.86960187E16;1.78574467E17;10000004;20000049;30000343;-7.147495E-4
3-JCJT;-3.51823139E17;4.1768626E16;-2.63699602E17;10000050;20000585;30004004;-0.28179142
3-JG3X;2.49521176E17;4.5283322E16;1.23627223E17;10000040;20000472;30003231;-0.5398486
3-LJW3;7.0632876E16;-7.0992137E15;-1.94346806E17;10000005;20000065;30000448;-0.6152691
3-N3OO;-1.11227395E17;3.9960642E16;4.07034188E17;10000055;20000637;30004358;-0.3169261
3-OKDA;-8.1086483E16;9.0724752E15;-2.45680547E17;10000014;20000175;30001199;-0.16915043
3-QNM4;2.8868578E17;-1.67213438E16;5.6798224E16;10000021;20000269;30001820;-0.73909736
3-QYVE;-6.6051585E16;2.14778086E16;4.58473809E17;10000045;20000535;30003675;-1.0
3-SFWG;-8.1721167E16;9.3191234E15;-1.45808522E17;10000014;20000176;30001212;-0.07539722
3-TD6L;-1.05078771E17;9.2677337E16;4.12487079E17;10000055;20000634;30004336;-0.09540203
3-UCBF;-4.3827083E16;-4.31072795E15;-2.92794758E17;10000031;20000379;30002582;-0.47148117
3-XORH;4.9577065E16;6.3749817E16;2.05988384E17;10000017;20000221;30001500;-0.0151122045
3-YX2D;-1.02579227E16;-2.36158476E16;-3.58440035E17;10000056;20000644;30004405;-0.439355
30-D5G;-5.0759865E16;5.6791257E16;4.36988424E17;10000045;20000529;30003632;-0.9503413
30-YOU;1.32248717E17;-1.5925509E16;-1.59930477E17;10000006;20000077;30000534;-0.26642108
31-MLU;-3.1667055E17;2.43489363E16;9.7337153E16;10000041;20000485;30003329;-0.16535929
313I-B;-1.73237248E17;7.899394E16;4.3567973E17;10000055;20000641;30004387;-0.44853806
319-3D;-4.03277672E17;6.0361728E16;-2.55295313E17;10000060;20000690;30004722;-0.32431236
31X-RE;-4.64509303E17;5.6174251E16;-2.3426997E17;10000060;20000700;30004786;-0.36281976
32-GI9;-1.06013339E17;2.94750742E16;-2.78598929E17;10000022;20000272;30001841;-0.07890451
33-JRO;-8.1209499E16;-2.24786326E16;-4.59648053E17;10000059;20000682;30004668;-0.20216729
33CE-7;-5.1002256E16;3.7762903E16;4.38081476E17;10000045;20000530;30003642;-0.37524253
33FN-P;-3.94502195E17;4.1536414E16;7.8503232E16;10000057;20000659;30004517;-0.33188593
33RB-O;-2.56622097E17;4.216707E16;2.98995007E17;10000035;20000428;30002919;-0.2791384
35-JWD;-3.99872622E17;8.6108013E16;-3.55494203E17;10000063;20000721;30004928;-0.016608998
35-RK9;-3.01479938E17;2.70754889E16;3.9004071E16;10000041;20000483;30003312;-0.2469052
36N-HZ;-6.7471011E16;-3.53139486E15;-2.15892355E17;10000014;20000169;30001157;-0.06173274
373Z-7;-1.96561429E17;7.2449742E16;-3.54940942E17;10000022;20000286;30001947;-0.0076309093
37S-KO;-1.53405821E17;1.72153198E16;-3.32783687E17;10000022;20000276;30001868;-0.036925327
384-IN;1.19822114E17;-5.2184717E15;-1.50909809E17;10000006;20000077;30000535;-0.20437925
